,carat,cut,color,clarity,depth,table,price,x,y,z
31538,0.3,Ideal,E,VVS2,62.2,57.0,766,4.28,4.31,2.67
11755,1.01,Very Good,F,SI1,62.7,56.0,5078,6.39,6.36,4.0
11982,1.06,Premium,F,SI1,62.1,58.0,5142,6.5,6.52,4.04
52187,0.7,Ideal,G,SI1,61.6,56.0,2478,5.69,5.73,3.52
19955,1.21,Premium,G,VS2,61.0,58.0,8504,6.88,6.82,4.18
47669,0.23,Premium,G,VVS1,61.3,59.0,531,3.96,3.94,2.42
51918,0.7,Very Good,G,VS1,62.5,58.0,2437,5.63,5.69,3.54
27592,2.06,Premium,G,SI1,61.5,58.0,18439,8.2,8.15,5.03
43772,0.58,Very Good,F,SI1,62.2,57.0,1440,5.32,5.36,3.32
527,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58
31278,0.32,Good,I,VS2,63.4,55.0,449,4.33,4.37,2.76
25973,2.16,Very Good,G,SI2,62.6,55.0,15166,8.2,8.25,5.14
31706,0.5,Premium,F,I1,60.5,60.0,770,5.15,5.07,3.1
29249,0.39,Ideal,F,SI1,60.1,58.0,697,4.74,4.78,2.86
10121,1.01,Very Good,G,SI1,60.0,58.0,4719,6.51,6.55,3.92
40761,0.42,Good,F,VVS1,61.2,64.0,1164,4.75,4.8,2.92
12140,1.2,Premium,H,SI2,62.4,61.0,5174,6.81,6.78,4.24
41797,0.6,Very Good,E,SI2,63.2,60.0,1250,5.32,5.28,3.35
11801,1.1,Premium,D,SI2,61.5,60.0,5088,6.64,6.58,4.06
29862,0.3,Ideal,D,VS2,62.2,55.0,710,4.29,4.33,2.68
48413,0.76,Premium,G,SI2,62.6,55.0,1970,5.87,5.82,3.66
53688,0.82,Very Good,G,SI1,63.1,52.0,2716,6.02,5.97,3.78
31073,0.33,Premium,G,VVS2,59.5,60.0,752,4.52,4.55,2.7
52579,0.7,Ideal,E,SI1,60.6,57.0,2537,5.71,5.77,3.48
14116,1.0,Premium,D,SI1,62.2,58.0,5723,6.45,6.34,3.98
43565,0.51,Ideal,D,SI1,61.0,56.0,1431,5.15,5.17,3.15
46841,0.67,Good,G,SI1,62.9,59.0,1811,5.58,5.62,3.52
377,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5
52122,0.7,Very Good,G,VS2,63.3,56.0,2464,5.59,5.66,3.56
43597,0.31,Ideal,I,VS1,61.2,55.0,507,4.37,4.39,2.68
24864,1.52,Ideal,E,SI1,62.1,56.0,13280,7.35,7.38,4.57
10697,0.9,Very Good,D,SI1,60.4,59.0,4846,6.21,6.24,3.76
11886,1.0,Very Good,E,SI1,63.3,57.0,5113,6.28,6.32,3.99
44261,0.5,Ideal,E,VS2,61.6,57.0,1575,5.09,5.13,3.15
31040,0.34,Ideal,D,VS1,61.4,56.0,749,4.5,4.53,2.77
33791,0.32,Premium,E,VVS2,61.1,58.0,842,4.42,4.45,2.71
36948,0.3,Very Good,D,SI1,58.8,63.0,479,4.32,4.35,2.55
19950,1.25,Ideal,H,VS2,61.1,55.0,8498,6.94,6.97,4.25
16053,1.28,Ideal,G,SI2,61.5,57.0,6412,6.93,7.0,4.28
19590,1.52,Very Good,J,VS1,62.2,55.0,8217,7.35,7.42,4.59
33351,0.41,Ideal,G,VS2,62.7,55.0,827,4.75,4.79,2.99
5849,1.0,Premium,H,SI2,61.2,59.0,3920,6.42,6.38,3.92
37849,0.33,Premium,E,VS1,61.5,59.0,1002,4.46,4.42,2.73
43439,0.55,Premium,F,SI1,60.7,57.0,1415,5.3,5.27,3.21
45999,0.7,Premium,I,SI2,62.1,60.0,1724,5.65,5.62,3.5
13638,1.13,Premium,F,SI1,60.6,60.0,5581,6.76,6.67,4.07
40691,0.5,Good,D,SI2,63.4,59.0,1157,5.0,5.03,3.18
39229,0.32,Ideal,D,VVS1,61.3,57.0,1067,4.39,4.42,2.7
42540,0.5,Premium,F,VS2,61.7,60.0,1323,5.06,5.02,3.11
31507,0.34,Premium,G,VS2,62.0,59.0,765,4.47,4.43,2.76
32153,0.28,Ideal,F,VVS2,61.5,57.0,787,4.19,4.24,2.59
35833,0.38,Ideal,F,VS1,60.4,56.0,915,4.7,4.74,2.85
12428,1.03,Ideal,G,SI1,61.1,57.0,5241,6.58,6.54,4.01
18625,1.16,Ideal,G,VS2,62.2,55.0,7600,6.78,6.75,4.21
35130,0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06
33623,0.33,Ideal,G,SI2,61.7,55.0,463,4.46,4.48,2.76
4410,0.91,Good,G,SI2,63.6,56.0,3610,6.14,6.09,3.89
53452,0.91,Good,I,SI1,64.2,59.0,2676,5.98,6.05,3.86
25502,1.51,Premium,F,VS2,62.5,58.0,14294,7.36,7.21,4.55
38548,0.34,Ideal,E,VS1,61.4,57.0,1033,4.5,4.46,2.75
43538,0.41,Ideal,D,VS1,61.9,56.0,1427,4.76,4.8,2.96
10499,1.12,Premium,G,SI2,60.8,55.0,4798,6.84,6.69,4.11
45105,0.54,Premium,F,VS1,61.8,59.0,1649,5.16,5.23,3.21
21312,1.51,Very Good,I,VS1,61.8,63.0,9467,7.28,7.34,4.52
32203,0.35,Premium,E,SI1,62.7,57.0,788,4.52,4.47,2.82
23080,2.0,Premium,H,SI2,61.4,59.0,11108,8.07,8.0,4.93
3425,0.7,Ideal,G,VS1,60.6,57.0,3384,5.73,5.79,3.5
7062,0.33,Very Good,G,VS2,62.0,58.0,579,4.42,4.45,2.75
2303,0.74,Good,E,VS2,63.5,56.0,3163,5.75,5.8,3.67
5141,0.91,Premium,G,SI1,62.6,56.0,3763,6.21,6.16,3.87
7162,0.97,Good,F,SI2,59.1,62.0,4182,6.49,6.54,3.85
52798,0.55,Ideal,F,VVS1,62.2,57.0,2569,5.25,5.27,3.27
807,0.71,Premium,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
18036,0.35,Premium,H,VS1,61.3,59.0,614,4.54,4.57,2.79
29542,0.4,Fair,H,VS2,65.1,59.0,704,4.58,4.63,3.0
29603,0.35,Very Good,G,VS1,62.9,58.0,706,4.48,4.49,2.82
35389,0.41,Ideal,G,VS1,60.8,56.0,899,4.79,4.82,2.92
25900,2.8,Premium,I,SI2,61.1,59.0,15030,9.03,8.98,5.5
10927,1.04,Ideal,E,SI2,62.0,55.0,4892,6.51,6.48,4.03
4344,0.72,Ideal,E,VS2,61.1,56.0,3601,5.78,5.81,3.54
5872,0.85,Ideal,E,VS2,59.3,57.0,3924,6.19,6.22,3.68
38012,0.44,Good,D,VS2,63.6,56.0,1009,4.81,4.84,3.07
36314,0.32,Ideal,G,VVS2,61.1,55.0,936,4.45,4.42,2.71
22135,1.61,Premium,J,IF,62.1,58.0,10165,7.47,7.53,4.66
633,0.52,Ideal,F,VVS1,61.2,56.0,2841,5.19,5.21,3.18
1715,0.32,Premium,G,VS2,59.8,59.0,561,4.48,4.52,2.69
18481,1.33,Ideal,I,SI1,61.6,57.0,7526,7.06,7.1,4.36
32302,0.37,Premium,J,VS2,61.1,60.0,454,4.6,4.63,2.82
15141,1.02,Premium,G,VS2,62.6,59.0,6087,6.43,6.39,4.01
1325,0.71,Very Good,H,VVS2,61.8,56.0,2960,5.7,5.73,3.53
5404,0.95,Premium,I,VS2,62.9,57.0,3818,6.24,6.19,3.91
17392,0.32,Ideal,D,SI2,59.8,57.0,612,4.46,4.4,2.65
13767,1.31,Premium,I,SI2,63.0,58.0,5612,6.97,6.93,4.38
40393,0.4,Very Good,D,VVS2,60.8,56.0,1133,4.78,4.82,2.92
2136,0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
47647,0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44
9063,1.28,Good,H,SI2,63.8,55.0,4516,6.84,6.79,4.35
39042,0.39,Good,D,VVS2,58.1,60.0,1056,4.82,4.85,2.81
7632,0.91,Good,D,SI1,64.6,58.0,4265,6.02,6.12,3.92
13390,0.38,Ideal,G,SI2,61.6,55.0,602,4.64,4.68,2.87
11810,1.16,Premium,H,SI1,61.9,59.0,5091,6.73,6.74,4.17
13203,1.02,Very Good,E,SI1,63.2,60.0,5456,6.33,6.42,4.03
51601,0.7,Premium,H,VS2,60.7,59.0,2394,5.66,5.68,3.44
20999,1.21,Ideal,E,VS2,62.4,54.0,9215,6.86,6.8,4.26
21165,1.5,Good,H,SI1,57.9,62.0,9324,7.55,7.48,4.35
51663,0.7,Very Good,I,VVS2,63.1,57.0,2398,5.63,5.68,3.57
8362,1.01,Very Good,E,SI1,61.0,56.0,4399,6.47,6.54,3.97
21714,0.33,Very Good,E,VS2,61.9,58.0,627,4.42,4.47,2.75
52656,0.71,Very Good,G,VS2,63.3,56.0,2549,5.67,5.74,3.61
34108,0.3,Ideal,D,VVS1,62.1,56.0,853,4.31,4.32,2.68
43579,0.41,Ideal,E,VVS1,61.3,55.0,1431,4.8,4.76,2.93
19371,0.27,Ideal,E,VVS2,62.5,57.0,622,4.1,4.13,2.57
45775,0.65,Premium,E,SI1,58.5,58.0,1708,5.68,5.64,3.31
6875,1.01,Good,J,VS1,60.4,64.0,4129,6.48,6.44,3.9
3724,0.36,Ideal,H,VS2,62.1,55.0,568,4.57,4.58,2.84
30655,0.31,Very Good,D,VS1,62.3,56.0,736,4.33,4.37,2.71
4247,0.9,Ideal,H,SI2,62.0,57.0,3578,6.17,6.19,3.83
14263,1.01,Very Good,E,VS2,61.7,56.0,5777,6.41,6.45,3.97
5600,1.2,Premium,E,I1,62.3,60.0,3871,6.78,6.71,4.2
15939,1.0,Very Good,E,VS2,59.4,59.0,6377,6.44,6.46,3.83
11179,1.0,Premium,E,SI1,61.9,62.0,4953,6.4,6.34,3.94
38662,0.42,Ideal,D,SI1,62.3,57.0,1040,4.8,4.77,2.98
15667,1.1,Premium,G,VS2,60.5,60.0,6284,6.67,6.58,4.01
49053,0.7,Very Good,G,SI2,60.6,58.0,2057,5.72,5.77,3.48
7725,0.26,Premium,E,VS1,61.9,58.0,580,4.11,4.1,2.54
39113,0.41,Ideal,G,VS2,62.4,54.0,1061,4.81,4.78,2.99
13061,1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02
47599,0.52,Ideal,G,VVS2,61.6,56.0,1878,5.18,5.15,3.18
48579,0.54,Premium,D,VS2,60.6,58.0,1993,5.3,5.26,3.2
42114,0.54,Very Good,E,SI2,62.4,57.7,1278,5.19,5.2,3.25
32194,0.35,Ideal,E,SI1,60.9,55.0,788,4.57,4.53,2.77
53529,0.74,Ideal,G,SI2,61.7,56.0,2690,5.8,5.87,3.6
5637,0.75,Ideal,G,VVS2,62.2,56.0,3879,5.78,5.82,3.61
1279,0.54,Ideal,F,VVS1,61.6,55.0,2951,5.27,5.28,3.25
7078,0.33,Premium,H,VS1,62.1,59.0,579,4.43,4.46,2.76
20632,1.36,Ideal,G,SI1,61.0,56.0,8927,7.17,7.2,4.38
45805,0.5,Very Good,F,VS1,62.3,55.0,1710,5.06,5.09,3.16
9836,1.01,Premium,D,SI2,58.3,59.0,4672,6.67,6.63,3.88
24020,1.4,Very Good,E,VS1,59.1,57.0,12196,7.28,7.38,4.33
53631,0.3,Ideal,D,SI1,61.0,54.0,552,4.34,4.35,2.65
2635,0.71,Ideal,H,VS1,61.7,55.0,3229,5.73,5.75,3.54
28609,0.3,Premium,E,SI1,62.1,60.0,675,4.29,4.27,2.66
32085,0.33,Ideal,D,VS2,61.9,53.0,781,4.46,4.49,2.77
984,0.77,Very Good,G,VS2,61.3,60.0,2896,5.81,5.91,3.59
27607,2.19,Ideal,H,SI1,60.6,57.0,18475,8.39,8.35,5.07
50075,0.72,Fair,H,SI2,65.9,57.0,2203,5.6,5.54,3.67
40991,0.42,Premium,E,VS1,62.1,55.0,1181,4.85,4.81,3.0
47741,0.7,Premium,F,SI2,62.0,58.0,1890,5.7,5.64,3.52
48079,0.56,Very Good,E,VS1,62.7,60.0,1931,5.25,5.28,3.3
23437,1.23,Premium,F,VVS2,61.6,59.0,11430,6.8,6.9,4.22
51781,0.6,Ideal,G,VVS2,61.6,55.0,2413,5.44,5.47,3.36
32836,0.44,Ideal,I,VS1,61.1,56.0,807,4.92,4.96,3.02
17454,1.01,Good,D,VS2,63.1,60.0,6999,6.35,6.39,4.02
25516,2.0,Premium,H,SI1,63.0,54.0,14319,8.07,7.99,5.06
14837,1.2,Good,H,SI1,63.6,57.0,5975,6.79,6.74,4.3
6010,0.75,Ideal,D,VS1,62.4,56.0,3961,5.79,5.84,3.63
13140,1.22,Ideal,G,SI2,62.9,56.0,5436,6.86,6.78,4.29
10124,1.01,Premium,G,SI1,59.8,58.0,4719,6.54,6.58,3.92
41609,0.32,Good,H,SI2,63.2,55.0,393,4.34,4.36,2.75
26825,2.04,Ideal,I,SI1,61.0,57.0,16718,8.18,8.21,5.0
49311,0.34,Ideal,G,SI1,61.9,55.0,540,4.5,4.52,2.79
12004,1.01,Premium,D,SI1,58.1,61.0,5147,6.66,6.59,3.85
38116,0.3,Ideal,H,IF,62.1,55.0,1013,4.3,4.27,2.66
44829,0.51,Good,E,SI1,64.3,54.0,1624,5.1,5.07,3.27
17504,1.21,Ideal,I,VS1,61.8,56.0,7037,6.83,6.87,4.23
21878,1.52,Ideal,F,SI2,61.9,57.0,9948,7.33,7.37,4.55
8264,0.9,Good,D,SI1,63.5,57.0,4381,6.11,6.15,3.89
39851,0.38,Ideal,E,VVS2,61.6,55.0,1100,4.63,4.66,2.86
38215,0.43,Premium,E,SI1,62.4,56.0,1016,4.83,4.79,3.0
22372,0.31,Ideal,H,VS2,62.6,57.0,628,4.35,4.31,2.71
17361,1.01,Ideal,E,VS2,61.3,57.0,6968,6.49,6.46,3.97
24537,1.62,Ideal,F,SI1,62.7,56.0,12828,7.5,7.44,4.68
490,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58
6720,0.23,Very Good,D,VS2,60.2,57.0,577,4.02,4.07,2.43
9549,1.0,Very Good,E,SI2,62.4,57.0,4620,6.33,6.4,3.97
7912,0.9,Very Good,E,SI1,62.6,58.0,4315,6.11,6.15,3.84
19674,1.7,Good,J,VS2,63.6,59.0,8282,7.53,7.48,4.77
18887,1.01,Ideal,F,VS1,62.0,57.0,7745,6.42,6.46,3.99
17740,1.2,Very Good,I,IF,59.1,61.0,7141,6.91,6.99,4.11
35021,0.4,Premium,E,SI1,62.0,61.0,882,4.71,4.67,2.91
9667,0.7,Very Good,E,VVS1,63.2,57.0,4644,5.62,5.67,3.57
15012,1.51,Good,I,SI1,63.8,57.0,6046,7.21,7.18,4.59
16687,0.31,Ideal,E,SI2,59.5,61.0,421,4.42,4.45,2.64
16125,1.0,Good,E,VS2,60.6,65.0,6445,6.29,6.36,3.83
33082,0.32,Premium,E,VVS1,60.8,59.0,814,4.43,4.45,2.7
41025,0.41,Ideal,E,VVS2,62.2,54.0,1187,4.76,4.79,2.97
27799,0.37,Very Good,E,SI1,59.9,59.0,649,4.68,4.7,2.81
33991,0.42,Ideal,G,VS2,62.1,56.0,847,4.79,4.84,2.99
20960,1.5,Very Good,H,VS1,63.3,59.0,9173,7.15,7.1,4.51
52136,0.7,Good,D,SI1,58.8,64.0,2468,5.74,5.79,3.39
21962,1.52,Very Good,I,VS1,62.9,59.9,10032,7.27,7.31,4.59
28714,0.23,Premium,E,VVS1,61.3,60.0,680,4.01,3.95,2.44
42604,0.32,Very Good,I,VS1,62.4,56.0,505,4.31,4.37,2.71
9395,1.03,Ideal,F,SI2,60.5,58.0,4586,6.55,6.49,3.94
3020,0.73,Ideal,G,VS2,60.9,57.0,3307,5.8,5.86,3.55
12007,0.9,Very Good,G,VS1,61.5,56.0,5148,6.2,6.23,3.82
11349,1.21,Very Good,J,SI1,61.6,59.0,4990,6.8,6.83,4.2
53893,0.7,Ideal,F,VS1,62.0,55.0,2751,5.74,5.71,3.55
36875,0.39,Ideal,F,VS1,62.3,57.0,958,4.65,4.69,2.91
30024,0.3,Ideal,D,VS1,61.6,54.0,718,4.34,4.36,2.68
43508,0.52,Very Good,G,VS2,62.4,60.0,1423,5.14,5.18,3.22
26490,2.01,Fair,D,SI2,66.9,57.0,16086,7.87,7.76,5.23
21461,1.55,Very Good,E,SI2,59.5,56.0,9557,7.56,7.59,4.51
51213,0.7,Ideal,G,SI1,61.9,57.0,2352,5.69,5.65,3.51
42967,0.53,Very Good,G,SI1,60.2,57.0,1367,5.22,5.28,3.16
29150,0.41,Premium,I,SI2,61.6,59.0,692,4.79,4.76,2.94
23316,1.7,Premium,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
25589,1.43,Ideal,E,VVS2,62.4,57.0,14429,7.25,7.15,4.49
49433,0.61,Ideal,F,VS2,62.4,55.0,2108,5.45,5.42,3.39
28430,0.3,Ideal,D,VS2,61.4,58.0,670,4.29,4.31,2.64
38710,0.46,Very Good,E,SI1,61.4,62.0,1042,4.92,4.95,3.03
2998,0.9,Very Good,G,SI2,59.2,57.0,3303,6.3,6.36,3.75
14032,1.02,Premium,F,VS2,63.0,60.0,5704,6.41,6.35,4.02
29704,0.32,Ideal,E,VS1,61.9,56.0,707,4.42,4.47,2.75
16947,1.08,Ideal,G,VS2,60.3,59.0,6769,6.62,6.64,4.0
46955,0.3,Very Good,H,VS1,60.4,61.0,526,4.27,4.31,2.59
41664,0.51,Very Good,E,SI2,63.3,56.0,1239,5.12,5.08,3.23
34017,0.41,Ideal,E,VS2,62.2,56.0,848,4.75,4.8,2.97
44466,0.51,Ideal,F,SI1,61.1,55.0,1593,5.22,5.16,3.17
44916,0.53,Ideal,D,SI1,62.2,56.0,1631,5.19,5.23,3.24
4513,1.02,Good,F,SI2,64.2,61.0,3633,6.3,6.21,4.02
45666,0.53,Ideal,D,VS2,61.8,57.0,1694,5.17,5.21,3.21
44710,0.61,Premium,D,SI1,61.6,58.0,1614,5.37,5.34,3.3
9039,0.31,Ideal,G,VS1,60.6,58.0,587,4.39,4.42,2.67
48677,0.54,Ideal,D,VS1,62.1,57.0,2004,5.19,5.22,3.23
40921,0.3,Very Good,E,SI1,60.9,58.0,499,4.31,4.33,2.63
1480,0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69
44566,0.52,Very Good,D,SI1,63.3,58.0,1605,5.15,5.12,3.25
16520,1.0,Very Good,E,VS2,62.1,59.0,6600,6.34,6.38,3.95
18074,1.63,Premium,I,SI1,61.5,60.0,7302,7.59,7.54,4.65
37724,0.34,Premium,G,VVS2,61.2,59.0,995,4.5,4.46,2.74
52789,0.72,Ideal,F,VS2,61.9,54.0,2568,5.77,5.74,3.56
15836,1.01,Premium,E,VS2,62.9,58.0,6335,6.47,6.37,4.04
50683,0.7,Ideal,F,SI1,61.3,57.0,2288,5.72,5.77,3.52
27574,2.01,Very Good,G,SI1,62.1,60.0,18398,7.94,8.03,4.96
50116,0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58
45612,0.56,Ideal,E,SI1,61.6,56.0,1691,5.29,5.33,3.27
8199,1.04,Premium,H,SI2,58.6,60.0,4368,6.67,6.63,3.9
43369,0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32
42296,0.36,Ideal,H,SI1,61.5,57.0,505,4.57,4.6,2.82
4608,0.9,Premium,E,SI2,62.2,60.0,3662,6.15,6.19,3.84
46729,0.6,Ideal,G,VS2,62.1,56.0,1795,5.4,5.45,3.37
42174,0.51,Ideal,F,SI2,61.4,56.0,1286,5.14,5.18,3.17
42846,0.41,Premium,F,VVS1,61.3,59.0,1356,4.79,4.73,2.92
49702,0.71,Very Good,G,SI1,63.2,58.0,2147,5.68,5.65,3.58
24150,1.51,Good,G,VS1,64.0,57.0,12319,7.31,7.2,4.64
36647,0.43,Very Good,E,SI1,63.1,56.0,948,4.83,4.8,3.04
24310,2.11,Premium,J,SI2,61.0,58.0,12554,8.29,8.2,5.03
11577,1.23,Premium,G,SI1,62.5,62.0,5039,6.87,6.78,4.27
19499,1.03,Ideal,F,VS1,62.3,57.0,8133,6.45,6.52,4.04
13117,1.02,Very Good,F,SI1,59.4,60.0,5430,6.48,6.59,3.88
17925,1.07,Ideal,E,VS2,61.8,58.0,7240,6.53,6.61,4.06
42878,0.53,Very Good,F,SI1,61.6,57.0,1359,5.16,5.23,3.2
21936,1.05,Ideal,F,VVS2,60.5,55.0,10011,6.67,6.58,4.01
11811,1.21,Ideal,I,SI2,60.6,56.0,5091,6.92,6.94,4.2
15899,1.07,Very Good,G,VS2,63.0,55.0,6355,6.5,6.55,4.11
49630,0.32,Premium,J,VS1,61.9,58.0,540,4.39,4.33,2.7
36231,0.38,Premium,F,VS1,62.4,59.0,933,4.57,4.63,2.87
19486,1.01,Premium,G,IF,63.0,60.0,8120,6.35,6.31,3.99
32912,0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75
23352,0.3,Ideal,I,SI1,61.9,57.0,422,4.29,4.31,2.66
40511,0.45,Good,F,VS1,57.6,62.5,1144,5.05,5.09,2.91
11847,1.03,Premium,E,SI1,61.3,60.0,5101,6.53,6.51,4.0
1355,0.7,Fair,E,VS1,64.5,57.0,2964,5.59,5.55,3.59
20378,0.31,Very Good,H,VVS2,61.4,58.0,625,4.32,4.37,2.67
5446,1.0,Fair,H,SI1,55.2,64.0,3830,6.69,6.64,3.68
6220,1.01,Very Good,F,SI2,60.7,57.0,4004,6.42,6.46,3.91
52657,0.73,Very Good,F,SI1,60.4,57.0,2549,5.86,5.89,3.55
51943,0.7,Premium,F,SI1,61.6,58.0,2441,5.7,5.73,3.52
40214,0.34,Premium,G,VVS1,61.5,59.0,1122,4.5,4.47,2.76
31672,0.26,Ideal,F,VVS1,62.4,56.0,769,4.11,4.1,2.56
26623,2.04,Very Good,G,SI2,59.9,58.0,16389,8.26,8.31,4.96
38887,0.4,Premium,D,VS2,62.5,59.0,1050,4.72,4.66,2.93
17928,1.01,Premium,E,VS2,58.0,61.0,7240,6.53,6.5,3.94
4588,0.76,Very Good,G,VVS2,62.1,56.0,3655,5.81,5.85,3.63
19189,1.42,Ideal,J,VS2,61.7,56.0,7942,7.22,7.27,4.47
32829,0.33,Ideal,G,VVS1,60.9,56.7,806,4.47,4.49,2.73
19576,1.53,Premium,J,VS1,62.8,59.0,8205,7.34,7.31,4.6
38654,0.42,Premium,D,SI1,60.8,59.0,1040,4.85,4.82,2.94
26948,2.26,Ideal,J,VS2,61.1,57.0,17010,8.44,8.47,5.17
20673,1.03,Ideal,G,VVS1,59.9,61.0,8955,6.56,6.63,3.95
28265,0.26,Ideal,I,VS1,61.9,56.0,358,4.08,4.16,2.55
28284,0.32,Premium,J,SI1,62.2,59.0,365,4.37,4.41,2.73
9014,0.91,Very Good,H,VS1,60.0,58.0,4514,6.29,6.38,3.8
27681,2.22,Premium,J,VS1,60.0,60.0,18706,8.49,8.43,5.08
33504,0.32,Ideal,G,VS1,61.2,56.0,828,4.43,4.39,2.7
53130,0.7,Ideal,H,VVS1,61.7,54.0,2618,5.72,5.76,3.54
12401,1.12,Very Good,D,SI2,61.2,60.0,5233,6.63,6.67,4.07
53265,0.7,Premium,F,VS2,63.0,61.0,2648,5.64,5.59,3.54
8847,1.01,Good,E,SI1,64.1,62.0,4480,6.26,6.19,3.99
39944,0.24,Good,F,VVS2,65.0,58.0,492,3.89,3.93,2.54
12625,1.05,Very Good,H,VS2,63.2,58.0,5292,6.46,6.39,4.06
48909,0.54,Ideal,G,VVS1,61.6,55.0,2041,5.22,5.24,3.22
1459,0.7,Ideal,E,VS2,61.7,56.0,2979,5.74,5.71,3.53
47593,0.73,Ideal,J,SI1,61.8,56.0,1877,5.78,5.81,3.58
5232,0.77,Very Good,D,VS2,59.6,57.0,3787,6.01,6.03,3.59
40699,0.4,Ideal,E,VVS2,61.7,55.0,1158,4.74,4.76,2.93
52213,0.72,Very Good,G,SI1,62.4,59.0,2482,5.67,5.7,3.55
32676,0.31,Premium,G,VS1,61.8,59.0,802,4.35,4.32,2.68
47246,0.5,Ideal,H,VVS2,61.6,57.0,1842,5.08,5.14,3.15
11675,1.0,Premium,F,SI1,59.8,59.0,5058,6.49,6.55,3.9
52946,0.7,Very Good,E,VS2,60.2,57.0,2593,5.77,5.82,3.49
27981,0.3,Ideal,E,VS2,61.6,56.0,658,4.27,4.3,2.64
6755,0.9,Premium,F,SI1,62.6,60.0,4103,6.11,6.06,3.81
7597,1.04,Good,F,SI2,58.5,61.0,4257,6.63,6.68,3.89
17946,1.5,Ideal,I,SI2,60.6,59.0,7253,7.37,7.48,4.5
46442,0.6,Ideal,H,VS1,62.0,53.0,1772,5.44,5.46,3.38
22987,1.56,Very Good,H,VS2,63.1,60.0,11039,7.43,7.34,4.66
26277,2.04,Premium,H,SI2,62.7,56.0,15760,8.12,8.06,5.07
50331,0.83,Premium,J,SI2,59.1,60.0,2241,6.13,6.12,3.62
30166,0.4,Very Good,D,SI1,62.5,61.0,720,4.66,4.69,2.92
2406,0.72,Ideal,G,VVS2,62.6,56.0,3179,5.7,5.74,3.58
53505,0.7,Very Good,D,SI1,63.5,58.0,2686,5.61,5.64,3.57
21807,1.74,Ideal,D,SI2,59.7,55.0,9880,7.9,7.84,4.7
33540,0.35,Ideal,D,VS2,61.3,56.0,829,4.54,4.56,2.79
34349,0.33,Ideal,I,IF,61.2,56.0,862,4.46,4.49,2.74
48939,0.52,Very Good,G,VVS1,61.9,61.0,2045,5.11,5.13,3.17
53416,0.72,Ideal,D,SI2,62.7,55.0,2670,5.72,5.7,3.58
48492,0.54,Ideal,G,VVS2,61.9,57.0,1981,5.22,5.25,3.24
43903,0.31,Ideal,G,VS2,62.1,54.0,511,4.34,4.36,2.7
3328,1.23,Premium,F,I1,60.8,59.0,3375,6.96,6.91,4.22
50940,0.73,Ideal,H,SI1,62.6,57.0,2320,5.66,5.74,3.57
37541,0.39,Ideal,F,VVS2,62.1,55.0,988,4.7,4.74,2.93
31053,0.34,Ideal,H,VVS1,61.1,56.0,751,4.51,4.56,2.77
23198,1.52,Ideal,H,VS2,60.7,56.0,11206,7.49,7.41,4.52
33803,0.4,Premium,F,VS2,61.0,58.0,842,4.72,4.79,2.9
18189,1.05,Ideal,F,VS1,60.4,56.0,7373,6.61,6.63,4.0
42153,0.53,Good,H,VS1,57.6,64.0,1282,5.41,5.36,3.1
6335,1.0,Premium,J,VS1,62.8,57.0,4032,6.39,6.35,4.0
7773,1.5,Fair,J,I1,68.8,57.0,4284,6.94,6.87,4.75
44836,0.6,Ideal,G,VS2,62.1,57.0,1625,5.36,5.43,3.35
770,0.9,Fair,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
19653,1.01,Very Good,F,VVS2,63.0,56.0,8265,6.34,6.4,4.01
2183,1.0,Fair,E,SI2,67.0,53.0,3136,6.19,6.13,4.13
14443,1.27,Premium,H,VS2,58.9,61.0,5832,7.09,7.03,4.16
28718,0.31,Very Good,E,VS2,62.9,56.0,680,4.29,4.33,2.71
52090,0.71,Premium,F,SI1,62.3,60.0,2458,5.68,5.65,3.53
52074,0.7,Very Good,F,VS2,63.4,56.0,2455,5.69,5.63,3.59
39082,0.31,Premium,E,IF,61.0,59.0,1060,4.36,4.39,2.67
39247,0.41,Ideal,G,VVS1,60.8,56.0,1068,4.82,4.85,2.94
21606,1.77,Premium,J,SI1,61.3,59.0,9704,7.83,7.71,4.76
3969,0.9,Very Good,E,SI1,63.5,55.0,3508,6.22,6.12,3.92
33323,0.35,Ideal,D,SI1,62.3,57.0,827,4.52,4.5,2.81
34149,0.33,Ideal,H,VVS2,61.9,57.0,854,4.44,4.41,2.74
48409,0.72,Very Good,H,SI2,62.9,57.0,1970,5.64,5.68,3.56
40785,0.4,Ideal,F,VVS1,61.8,58.0,1168,4.72,4.76,2.93
